ID,Category,Question,Sample Answer,Answer Type,Source Basis
354,Multi-Constraint,What are all the fees I need to consider for postgraduate study?,"Postgraduate tuition is $9,600–$18,500/year, application fee $75 one-time, registration $650 one-time, hostel $3,200/year, library/technology $350/year, examination $150/semester, and refundable caution deposit $300 one-time.",Direct,Reference + Answered FAQ
355,Multi-Constraint,What scholarships and financial aid are available?,"Merit Scholarship up to 50% tuition waiver, Need-Based Aid for economic need, and Sports & Arts Scholarship for distinguished sporting or artistic achievement.",Direct,Reference + Answered FAQ
356,Multi-Constraint,What documents does an international student need?,"General admission documents plus a valid passport copy and, where applicable, an English proficiency score.",Direct,Reference + Answered FAQ
357,Multi-Constraint,What are the admission dates and decision timeline?,Early deadline: January 15; regular deadline: April 30; listed decision date: June 10; decisions are typically released within 4–6 weeks of the application deadline; Fall begins August 1.,Direct,Reference + Answered FAQ
358,Multi-Constraint,What are the PhD eligibility requirements and research areas?,"A relevant master's degree, research proposal and faculty availability are required. Research areas are Engineering & Computing, Business & Economics, Natural Sciences, and Humanities & Social Sciences.",Direct,Reference + Answered FAQ
359,Multi-Constraint,What facilities are available to residential students?,"Residence halls are described as secure and modern with common lounges and study rooms; campus also has smart classrooms, library, labs, sports, dining and clubs.",Direct,Reference + Answered FAQ
360,Multi-Constraint,What are the cheapest programs?,"The lowest listed undergraduate tuition is BA at $7,900/year; the lowest listed postgraduate tuition is MA at $9,600/year.",Direct,Reference + Answered FAQ
361,Multi-Constraint,What are the highest-priced programs?,"The highest listed undergraduate tuition is B.Tech AI & Machine Learning at $15,200/year; the highest listed postgraduate tuition is MBA at $18,500/year.",Direct,Reference + Answered FAQ
362,University Overview,Tell me about Meridian.,"Meridian University is an independent, coeducational institution offering undergraduate, postgraduate and doctoral programs across six schools. It was founded in 1978 on a 120-acre campus and has 5,000+ students from 30+ countries.",Direct,Reference + Answered FAQ
363,University Overview,Give me a quick overview of Meridian University.,"Meridian University is an independent, coeducational institution offering undergraduate, postgraduate and doctoral programs across six schools. It was founded in 1978 on a 120-acre campus and has 5,000+ students from 30+ countries.",Direct,Reference + Answered FAQ
364,University Overview,What should I know about Meridian before applying?,"Meridian University is an independent, coeducational institution offering undergraduate, postgraduate and doctoral programs across six schools. It was founded in 1978 on a 120-acre campus and has 5,000+ students from 30+ countries.",Direct,Reference + Answered FAQ
365,University Overview,How old is Meridian University?,Meridian University was established in 1978.,Direct,Reference + Answered FAQ
366,University Overview,How many years has Meridian University been operating?,The university was established in 1978.,Direct,Reference + Answered FAQ
367,University Overview,What is Meridian's campus size?,The campus is 120 acres.,Direct,Reference + Answered FAQ
368,University Overview,How many students are enrolled?,"The university has 5,000+ students.",Direct,Reference + Answered FAQ
369,University Overview,How many teachers or faculty does Meridian have?,The University at a Glance section lists 150+ faculty.,Direct,Reference + Answered FAQ
370,University Overview,How many programs are offered overall?,The University at a Glance section lists 50+ programs.,Direct,Reference + Answered FAQ
371,University Overview,What is the university's tagline?,The motto/tagline is “Inspiring Tomorrow’s Leaders.”,Direct,Reference + Answered FAQ
372,University Overview,Who leads Meridian University?,The Vice Chancellor is Dr. Helena Cross.,Direct,Reference + Answered FAQ
373,University Overview,What is Meridian's placement percentage?,The University at a Glance section lists a 95% placement rate.,Direct,Reference + Answered FAQ
374,Accreditation,Is Meridian recognized by accreditation bodies?,"Yes. The reference lists four accreditation/recognition bodies: National Board of Accreditation, International Association of Universities, Global Business School Network and Engineering Council Certified.",Direct,Reference + Answered FAQ
375,Accreditation,What recognition has Meridian received?,The reference lists national top-25 private-university ranking recognition for four consecutive years and the stated accreditations/recognitions.,Direct,Reference + Answered FAQ
376,Schools,Name the six schools at Meridian.,"The six schools are Engineering, Computer Science, Business/Management, Arts, Science and Commerce.",Direct,Reference + Answered FAQ
377,Programs,Show me the bachelor's courses.,"The listed bachelor's programs are B.Tech Computer Science, B.Tech AI & Machine Learning, B.Tech IT, BBA, BCA, B.Com, BA and B.Sc.",Direct,Reference + Answered FAQ
378,Programs,Show me the master's courses.,"The listed master's programs are MBA, MCA, M.Tech (Various Specializations), M.Sc, MA and M.Com.",Direct,Reference + Answered FAQ
379,Programs,Do you have AI and machine learning?,"Yes. B.Tech AI & Machine Learning is a four-year undergraduate program with 10+2 (PCM) eligibility and $15,200 annual tuition.",Direct,Reference + Answered FAQ
380,Programs,Do you have a computer applications program?,"Yes. BCA is offered at undergraduate level, and MCA is offered at postgraduate level.",Direct,Reference + Answered FAQ
381,Programs,Do you have information technology?,Yes. B.Tech Information Technology is offered as a four-year undergraduate program requiring 10+2 (PCM).,Direct,Reference + Answered FAQ
382,Admissions,What is the application process in simple terms?,"Apply online, submit documents, undergo admissions review, and receive the admission decision/offer letter with enrollment instructions.",Direct,Reference + Answered FAQ
383,Admissions,What happens after I apply?,"The complete application is reviewed by the admissions committee, followed by an admission decision and enrollment instructions.",Direct,Reference + Answered FAQ
384,Admissions,How soon will admissions respond?,Decisions are typically released within 4–6 weeks of the application deadline.,Direct,Reference + Answered FAQ
385,Admissions,Can I submit an application for two programs?,"Yes, up to two programs may be applied for within the same intake cycle.",Direct,Reference + Answered FAQ
386,Fees,How much is the application charge?,The processing fee is $60 for undergraduate applications and $75 for postgraduate applications; it is non-refundable.,Direct,Reference + Answered FAQ
387,Fees,Can I split tuition payments?,Yes. Fees may be paid annually or in two semester installments.,Direct,Reference + Answered FAQ
388,Fees,Is the deposit refundable?,Yes. The $300 caution deposit is listed as refundable.,Direct,Reference + Answered FAQ
389,Scholarships,What financial support can students get?,"Merit Scholarship up to 50% tuition waiver, Need-Based Aid, and Sports & Arts Scholarship are listed.",Direct,Reference + Answered FAQ
390,International,I am from another country. Can I apply?,"Yes. Meridian accepts international applicants. A valid passport copy and, where applicable, an English proficiency score are required.",Direct,Reference + Answered FAQ
391,International,What extra paperwork do international students need?,"A valid passport copy and, where applicable, an English proficiency score, in addition to the general admission documents.",Direct,Reference + Answered FAQ
392,Campus,Is there student housing?,"Yes. Residence halls are available, with a listed accommodation fee of $3,200 per year.",Direct,Reference + Answered FAQ
393,Campus,Does the campus have a library?,"Yes. The central library has 200,000+ volumes and 24/7 reading halls across two floors.",Direct,Reference + Answered FAQ
394,Campus,Are there labs?,"Yes. Innovation Labs have prototyping benches, 3D printers and startup incubation space.",Direct,Reference + Answered FAQ
395,Student Life,Are there clubs for students?,"Yes. There are 40+ clubs spanning technology, culture, debate and community service.",Direct,Reference + Answered FAQ
396,Student Life,What activities happen on campus?,"Annual events include fests, hackathons and cultural festivals.",Direct,Reference + Answered FAQ
397,Placements,Can you tell me about placements?,The listed placement rate is 95%. The reference does not provide average or highest salary/package figures.,Direct,Reference + Answered FAQ
398,Research,Does the university support research?,"Yes. It reports over $40M in active research funding, Innovation Labs, incubation facilities and 60+ exchange/research partners.",Direct,Reference + Answered FAQ
399,PhD,What do I need for doctoral admission?,"A relevant master's degree, a research proposal and faculty availability in the chosen area.",Direct,Reference + Answered FAQ
400,Contact,How do I reach Admissions?,"Phone: +1 (555) 204-7890; email: admissions@meridian.edu; office hours Monday–Friday, 9:00 AM–5:00 PM.",Direct,Reference + Answered FAQ
401,Program Details,Tell me about B.Tech Computer Science.,"B.Tech Computer Science is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,500 per year.",Direct,Reference + Answered FAQ
402,Program Details,Give me details about B.Tech Computer Science.,"B.Tech Computer Science is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,500 per year.",Direct,Reference + Answered FAQ
403,Program Details,Can you explain the B.Tech Computer Science program?,"B.Tech Computer Science is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,500 per year.",Direct,Reference + Answered FAQ
404,Program Details,What do I need to know about B.Tech Computer Science?,"B.Tech Computer Science is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,500 per year.",Direct,Reference + Answered FAQ
405,Program Details,What are the requirements for B.Tech Computer Science?,"B.Tech Computer Science is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,500 per year.",Direct,Reference + Answered FAQ
406,Program Details,Tell me about B.Tech AI & Machine Learning.,"B.Tech AI & Machine Learning is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $15,200 per year.",Direct,Reference + Answered FAQ
407,Program Details,Give me details about B.Tech AI & Machine Learning.,"B.Tech AI & Machine Learning is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $15,200 per year.",Direct,Reference + Answered FAQ
408,Program Details,Can you explain the B.Tech AI & Machine Learning program?,"B.Tech AI & Machine Learning is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $15,200 per year.",Direct,Reference + Answered FAQ
409,Program Details,What do I need to know about B.Tech AI & Machine Learning?,"B.Tech AI & Machine Learning is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $15,200 per year.",Direct,Reference + Answered FAQ
410,Program Details,What are the requirements for B.Tech AI & Machine Learning?,"B.Tech AI & Machine Learning is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $15,200 per year.",Direct,Reference + Answered FAQ
411,Program Details,Tell me about B.Tech Information Technology.,"B.Tech Information Technology is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,200 per year.",Direct,Reference + Answered FAQ
412,Program Details,Give me details about B.Tech Information Technology.,"B.Tech Information Technology is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,200 per year.",Direct,Reference + Answered FAQ
413,Program Details,Can you explain the B.Tech Information Technology program?,"B.Tech Information Technology is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,200 per year.",Direct,Reference + Answered FAQ
414,Program Details,What do I need to know about B.Tech Information Technology?,"B.Tech Information Technology is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,200 per year.",Direct,Reference + Answered FAQ
415,Program Details,What are the requirements for B.Tech Information Technology?,"B.Tech Information Technology is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,200 per year.",Direct,Reference + Answered FAQ
416,Program Details,Tell me about Bachelor of Business Administration (BBA).,"Bachelor of Business Administration (BBA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,800 per year.",Direct,Reference + Answered FAQ
417,Program Details,Give me details about Bachelor of Business Administration (BBA).,"Bachelor of Business Administration (BBA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,800 per year.",Direct,Reference + Answered FAQ
418,Program Details,Can you explain the Bachelor of Business Administration (BBA) program?,"Bachelor of Business Administration (BBA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,800 per year.",Direct,Reference + Answered FAQ
419,Program Details,What do I need to know about Bachelor of Business Administration (BBA)?,"Bachelor of Business Administration (BBA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,800 per year.",Direct,Reference + Answered FAQ
420,Program Details,What are the requirements for Bachelor of Business Administration (BBA)?,"Bachelor of Business Administration (BBA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,800 per year.",Direct,Reference + Answered FAQ
421,Program Details,Tell me about Bachelor of Computer Applications (BCA).,"Bachelor of Computer Applications (BCA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,200 per year.",Direct,Reference + Answered FAQ
422,Program Details,Give me details about Bachelor of Computer Applications (BCA).,"Bachelor of Computer Applications (BCA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,200 per year.",Direct,Reference + Answered FAQ
423,Program Details,Can you explain the Bachelor of Computer Applications (BCA) program?,"Bachelor of Computer Applications (BCA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,200 per year.",Direct,Reference + Answered FAQ
424,Program Details,What do I need to know about Bachelor of Computer Applications (BCA)?,"Bachelor of Computer Applications (BCA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,200 per year.",Direct,Reference + Answered FAQ
425,Program Details,What are the requirements for Bachelor of Computer Applications (BCA)?,"Bachelor of Computer Applications (BCA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $10,200 per year.",Direct,Reference + Answered FAQ
426,Program Details,Tell me about Bachelor of Commerce (B.Com).,"Bachelor of Commerce (B.Com) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $8,600 per year.",Direct,Reference + Answered FAQ
427,Program Details,Give me details about Bachelor of Commerce (B.Com).,"Bachelor of Commerce (B.Com) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $8,600 per year.",Direct,Reference + Answered FAQ
428,Program Details,Can you explain the Bachelor of Commerce (B.Com) program?,"Bachelor of Commerce (B.Com) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $8,600 per year.",Direct,Reference + Answered FAQ
429,Program Details,What do I need to know about Bachelor of Commerce (B.Com)?,"Bachelor of Commerce (B.Com) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $8,600 per year.",Direct,Reference + Answered FAQ
430,Program Details,What are the requirements for Bachelor of Commerce (B.Com)?,"Bachelor of Commerce (B.Com) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $8,600 per year.",Direct,Reference + Answered FAQ
431,Program Details,Tell me about Bachelor of Arts (BA).,"Bachelor of Arts (BA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $7,900 per year.",Direct,Reference + Answered FAQ
432,Program Details,Give me details about Bachelor of Arts (BA).,"Bachelor of Arts (BA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $7,900 per year.",Direct,Reference + Answered FAQ
433,Program Details,Can you explain the Bachelor of Arts (BA) program?,"Bachelor of Arts (BA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $7,900 per year.",Direct,Reference + Answered FAQ
434,Program Details,What do I need to know about Bachelor of Arts (BA)?,"Bachelor of Arts (BA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $7,900 per year.",Direct,Reference + Answered FAQ
435,Program Details,What are the requirements for Bachelor of Arts (BA)?,"Bachelor of Arts (BA) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (Any Stream); listed tuition: $7,900 per year.",Direct,Reference + Answered FAQ
436,Program Details,Tell me about Bachelor of Science (B.Sc).,"Bachelor of Science (B.Sc) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (PCM/PCB); listed tuition: $9,400 per year.",Direct,Reference + Answered FAQ
437,Program Details,Give me details about Bachelor of Science (B.Sc).,"Bachelor of Science (B.Sc) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (PCM/PCB); listed tuition: $9,400 per year.",Direct,Reference + Answered FAQ
438,Program Details,Can you explain the Bachelor of Science (B.Sc) program?,"Bachelor of Science (B.Sc) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (PCM/PCB); listed tuition: $9,400 per year.",Direct,Reference + Answered FAQ
439,Program Details,What do I need to know about Bachelor of Science (B.Sc)?,"Bachelor of Science (B.Sc) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (PCM/PCB); listed tuition: $9,400 per year.",Direct,Reference + Answered FAQ
440,Program Details,What are the requirements for Bachelor of Science (B.Sc)?,"Bachelor of Science (B.Sc) is a undergraduate program. Duration: 3 Years; eligibility: 10+2 (PCM/PCB); listed tuition: $9,400 per year.",Direct,Reference + Answered FAQ
441,Program Details,Tell me about Master of Business Administration (MBA).,"Master of Business Administration (MBA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $18,500 per year.",Direct,Reference + Answered FAQ
442,Program Details,Give me details about Master of Business Administration (MBA).,"Master of Business Administration (MBA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $18,500 per year.",Direct,Reference + Answered FAQ
443,Program Details,Can you explain the Master of Business Administration (MBA) program?,"Master of Business Administration (MBA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $18,500 per year.",Direct,Reference + Answered FAQ
444,Program Details,What do I need to know about Master of Business Administration (MBA)?,"Master of Business Administration (MBA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $18,500 per year.",Direct,Reference + Answered FAQ
445,Program Details,What are the requirements for Master of Business Administration (MBA)?,"Master of Business Administration (MBA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $18,500 per year.",Direct,Reference + Answered FAQ
446,Program Details,Tell me about Master of Computer Applications (MCA).,"Master of Computer Applications (MCA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Computing; listed tuition: $13,800 per year.",Direct,Reference + Answered FAQ
447,Program Details,Give me details about Master of Computer Applications (MCA).,"Master of Computer Applications (MCA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Computing; listed tuition: $13,800 per year.",Direct,Reference + Answered FAQ
448,Program Details,Can you explain the Master of Computer Applications (MCA) program?,"Master of Computer Applications (MCA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Computing; listed tuition: $13,800 per year.",Direct,Reference + Answered FAQ
449,Program Details,What do I need to know about Master of Computer Applications (MCA)?,"Master of Computer Applications (MCA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Computing; listed tuition: $13,800 per year.",Direct,Reference + Answered FAQ
450,Program Details,What are the requirements for Master of Computer Applications (MCA)?,"Master of Computer Applications (MCA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Computing; listed tuition: $13,800 per year.",Direct,Reference + Answered FAQ
451,Program Details,Tell me about M.Tech (Various Specializations).,"M.Tech (Various Specializations) is a postgraduate program. Duration: 2 Years; eligibility: B.Tech / B.E.; listed tuition: $14,600 per year.",Direct,Reference + Answered FAQ
452,Program Details,Give me details about M.Tech (Various Specializations).,"M.Tech (Various Specializations) is a postgraduate program. Duration: 2 Years; eligibility: B.Tech / B.E.; listed tuition: $14,600 per year.",Direct,Reference + Answered FAQ
453,Program Details,Can you explain the M.Tech (Various Specializations) program?,"M.Tech (Various Specializations) is a postgraduate program. Duration: 2 Years; eligibility: B.Tech / B.E.; listed tuition: $14,600 per year.",Direct,Reference + Answered FAQ
454,Program Details,What do I need to know about M.Tech (Various Specializations)?,"M.Tech (Various Specializations) is a postgraduate program. Duration: 2 Years; eligibility: B.Tech / B.E.; listed tuition: $14,600 per year.",Direct,Reference + Answered FAQ
455,Program Details,What are the requirements for M.Tech (Various Specializations)?,"M.Tech (Various Specializations) is a postgraduate program. Duration: 2 Years; eligibility: B.Tech / B.E.; listed tuition: $14,600 per year.",Direct,Reference + Answered FAQ
456,Program Details,Tell me about Master of Science (M.Sc).,"Master of Science (M.Sc) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Science; listed tuition: $11,200 per year.",Direct,Reference + Answered FAQ
457,Program Details,Give me details about Master of Science (M.Sc).,"Master of Science (M.Sc) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Science; listed tuition: $11,200 per year.",Direct,Reference + Answered FAQ
458,Program Details,Can you explain the Master of Science (M.Sc) program?,"Master of Science (M.Sc) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Science; listed tuition: $11,200 per year.",Direct,Reference + Answered FAQ
459,Program Details,What do I need to know about Master of Science (M.Sc)?,"Master of Science (M.Sc) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Science; listed tuition: $11,200 per year.",Direct,Reference + Answered FAQ
460,Program Details,What are the requirements for Master of Science (M.Sc)?,"Master of Science (M.Sc) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Science; listed tuition: $11,200 per year.",Direct,Reference + Answered FAQ
461,Program Details,Tell me about Master of Arts (MA).,"Master of Arts (MA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $9,600 per year.",Direct,Reference + Answered FAQ
462,Program Details,Give me details about Master of Arts (MA).,"Master of Arts (MA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $9,600 per year.",Direct,Reference + Answered FAQ
463,Program Details,Can you explain the Master of Arts (MA) program?,"Master of Arts (MA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $9,600 per year.",Direct,Reference + Answered FAQ
464,Program Details,What do I need to know about Master of Arts (MA)?,"Master of Arts (MA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $9,600 per year.",Direct,Reference + Answered FAQ
465,Program Details,What are the requirements for Master of Arts (MA)?,"Master of Arts (MA) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's Degree; listed tuition: $9,600 per year.",Direct,Reference + Answered FAQ
466,Program Details,Tell me about Master of Commerce (M.Com).,"Master of Commerce (M.Com) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Commerce; listed tuition: $9,900 per year.",Direct,Reference + Answered FAQ
467,Program Details,Give me details about Master of Commerce (M.Com).,"Master of Commerce (M.Com) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Commerce; listed tuition: $9,900 per year.",Direct,Reference + Answered FAQ
468,Program Details,Can you explain the Master of Commerce (M.Com) program?,"Master of Commerce (M.Com) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Commerce; listed tuition: $9,900 per year.",Direct,Reference + Answered FAQ
469,Program Details,What do I need to know about Master of Commerce (M.Com)?,"Master of Commerce (M.Com) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Commerce; listed tuition: $9,900 per year.",Direct,Reference + Answered FAQ
470,Program Details,What are the requirements for Master of Commerce (M.Com)?,"Master of Commerce (M.Com) is a postgraduate program. Duration: 2 Years; eligibility: Bachelor's in Commerce; listed tuition: $9,900 per year.",Direct,Reference + Answered FAQ
471,Undergraduate Applicant,I finished 12th. Which programs can I apply for?,"You can consider the undergraduate programs based on your 10+2 subjects. BBA, BCA, B.Com and BA accept any stream; the B.Tech programs require PCM; B.Sc accepts PCM/PCB.",Direct,Reference + Answered FAQ
472,Undergraduate Applicant,I am a PCM student. Which programs can I apply for?,"B.Tech Computer Science, B.Tech AI & Machine Learning and B.Tech Information Technology require PCM; B.Sc accepts PCM/PCB.",Direct,Reference + Answered FAQ
473,Undergraduate Applicant,I am a PCB student. Which programs can I apply for?,B.Sc is listed with PCM/PCB eligibility. The B.Tech programs require PCM.,Direct,Reference + Answered FAQ
474,Undergraduate Applicant,I studied Commerce in 12th. What can I apply for?,"BBA, BCA, B.Com and BA are listed with 10+2 (Any Stream) eligibility.",Direct,Reference + Answered FAQ
475,Undergraduate Applicant,I studied Arts in 12th. What can I apply for?,"BBA, BCA, B.Com and BA are listed with 10+2 (Any Stream) eligibility.",Direct,Reference + Answered FAQ
476,Graduate Applicant,I completed my bachelor's. What can I study next?,"You can consider the listed postgraduate programs: MBA, MCA, M.Tech, M.Sc, MA and M.Com, subject to each program's eligibility.",Direct,Reference + Answered FAQ
477,Graduate Applicant,I have B.Tech. Which master's programs are relevant to my eligibility?,M.Tech is explicitly listed for B.Tech/B.E. holders. MBA accepts a bachelor's degree generally. Other programs have their own specified degree prerequisites.,Direct,Reference + Answered FAQ
478,Graduate Applicant,I have a computing bachelor's degree. Can I apply for MCA?,Yes. MCA is listed with eligibility of a bachelor's in computing.,Direct,Reference + Answered FAQ
479,Graduate Applicant,I have B.E. Can I apply for M.Tech?,Yes. M.Tech is listed with eligibility of B.Tech/B.E.,Direct,Reference + Answered FAQ
480,Graduate Applicant,I have a science bachelor's degree. Can I apply for M.Sc?,Yes. M.Sc is listed with eligibility of a bachelor's in science.,Direct,Reference + Answered FAQ
481,Graduate Applicant,I have a commerce bachelor's degree. Can I apply for M.Com?,Yes. M.Com is listed with eligibility of a bachelor's in commerce.,Direct,Reference + Answered FAQ
482,Parent / Guardian,I am enquiring for my child. What should I know first?,"Key areas include the child's academic eligibility, available programs, fees, deadlines, scholarships, accommodation, facilities and the admission process. The reference provides information on all of these areas.",Direct,Reference + Answered FAQ
483,Parent / Guardian,What will the total annual cost be for my child?,"The document gives separate tuition and additional-fee components. For undergraduate study, tuition is $7,900–$15,200/year; accommodation $3,200/year; library/technology $350/year; examination $120/semester; registration $500 one-time; application $60 one-time; caution deposit $300 refundable. Actual total depends on the selected program and whether accommodation is used.",Direct,Reference + Answered FAQ
484,Parent / Guardian,Is my child eligible for scholarships?,"The reference lists merit scholarships for top-scoring incoming students, need-based aid, and Sports & Arts Scholarships for distinguished achievement. It does not provide individual eligibility scoring rules beyond those descriptions.",Direct,Reference + Answered FAQ
485,Parent / Guardian,Is accommodation available for my child?,"Yes. Residence halls are listed as secure and modern with common lounges and study rooms; the listed accommodation fee is $3,200/year.",Direct,Reference + Answered FAQ
486,Parent / Guardian,What is the university's placement rate?,The University at a Glance section lists a 95% placement rate.,Direct,Reference + Answered FAQ
487,Fee Components,What is the undergraduate tuition?,"The undergraduate tuition range is $7,900–$15,200 per year.",Direct,Reference + Answered FAQ
488,Fee Components,What is the postgraduate tuition?,"The postgraduate tuition range is $9,600–$18,500 per year.",Direct,Reference + Answered FAQ
489,Fee Components,What is the undergraduate processing fee?,The undergraduate processing fee is $60 one-time and non-refundable.,Direct,Reference + Answered FAQ
490,Fee Components,What is the postgraduate processing fee?,The postgraduate processing fee is $75 one-time and non-refundable.,Direct,Reference + Answered FAQ
491,Fee Components,What is the undergraduate admission fee?,The undergraduate admission/registration fee is $500 one-time.,Direct,Reference + Answered FAQ
492,Fee Components,What is the postgraduate admission fee?,The postgraduate admission/registration fee is $650 one-time.,Direct,Reference + Answered FAQ
493,Fee Components,What is the accommodation fee?,"Hostel/accommodation is $3,200 per year for both undergraduate and postgraduate listings.",Direct,Reference + Answered FAQ
494,Fee Components,What is the library and technology charge?,The library and technology fee is $350 per year.,Direct,Reference + Answered FAQ
495,Fee Components,What is the undergraduate exam fee?,The undergraduate examination fee is $120 per semester.,Direct,Reference + Answered FAQ
496,Fee Components,What is the postgraduate exam fee?,The postgraduate examination fee is $150 per semester.,Direct,Reference + Answered FAQ
497,Intakes & Dates,What is the Fall intake?,Fall is one of the two regular intake cycles; the listed Fall semester start date is August 1.,Direct,Reference + Answered FAQ
498,Intakes & Dates,What is the Spring intake?,Spring is one of the two regular intake cycles.,Direct,Reference + Answered FAQ
499,Intakes & Dates,Is there a Summer intake?,Limited Summer options are available for select programs.,Direct,Reference + Answered FAQ
500,Intakes & Dates,How many intake cycles are there each year?,"There are two regular intake cycles, Fall and Spring, with limited Summer options for select programs.",Direct,Reference + Answered FAQ
501,Intakes & Dates,What is the application timeline?,Early application deadline: January 15; regular application deadline: April 30; admission decisions: June 10; Fall semester begins August 1.,Direct,Reference + Answered FAQ
502,Program Details,How much is B.Tech Computer Science tuition?,"B.Tech Computer Science is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,500 per year.",Direct,Reference + Answered FAQ
503,Program Details,What are the entry requirements for B.Tech Computer Science?,"B.Tech Computer Science is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,500 per year.",Direct,Reference + Answered FAQ
504,Program Details,How many years is B.Tech Computer Science?,"B.Tech Computer Science is a undergraduate program. Duration: 4 Years; eligibility: 10+2 (PCM); listed tuition: $14,500 per year.",Direct,Reference + Answered FAQ
